id,name,ml_target
15351,jflam,0
15352,ramonsantos,0
15353,rajujha373,1
15354,fvictorio,0
15355,purplecabbage,0
15356,edilsonborges,0
15357,ruo91,0
15358,dbrownjave,0
15359,techish,0
15360,firegrass,0
15361,jdkato,0
15362,ambroisemaupate,0
15363,ryanhartje,0
15364,IrfanBaqui,0
15365,ElonBrown,1
15366,Ikana,0
15367,iasonastopsis,1
15368,elvisyjlin,0
15369,anttiviljami,0
15370,Reusjs,0
15371,inlife,0
15372,dmmarmol,0
15373,JordanForeman,0
15374,tanukiti1987,1
15375,oanhnn,0
15376,redxtech,0
15377,iStig,0
15378,LevelCA,1
15379,iign,0
15380,hhland,0
15381,gkdreamz,0
15382,gopala-kr,0
15383,Durant35,1
15384,dynamicwebpaige,1
15385,Dianaaaa,1
15386,must,0
15387,maxzhang1985,0
15388,jsmestad,0
15389,ArangoGutierrez,1
15390,lidong1665,0
15391,Laurence-Cullen,1
15392,ZAYEC77,0
15393,chnhyg,0
15394,Young-Wang,0
15395,binaryaaron,1
15396,rrmerugu,0
15397,JINwonLEE,1
15398,archiebaer,0
15399,atolat,0
15400,mbagliojr,0
15401,attilah,0
15402,Aldairnatan,0
15403,ZhangBohan,0
15404,seawolf001,1
15405,IonicaBizau,0
15406,Yeshasvitvs,1
15407,obieda01,1
15408,dioney,0
15409,leevigraham,0
15410,johnny5550822,0
15411,mSobhy90,1
15412,RainCaiForest,0
15413,tianhaoz95,0
15414,marineb,0
15415,herrkaefer,1
15416,darkmastermindz,0
15417,SNUDerek,1
15418,AlanConstantine,1
15419,roomylee,1
15420,FuriosoJack,0
15421,desarrolla2,0
15422,ElyDantas,1
15423,rix1,0
15424,ismaelmartin,0
15425,mkhuthir,1
15426,delhomer,1
15427,daonb,0
15428,danmakenoise,0
15429,kucukkanat,0
15430,mrhso,0
15431,Kirk-KaiLU,1
15432,sparkling,0
15433,ric113,1
15434,alvarofpp,0
15435,Houweix,0
15436,Tyler-R,0
15437,kumarchinnakali,1
15438,sixleaves,1
15439,jaeykim,0
15440,kristianeschenburg,1
15441,fa137,0
15442,mcdavid109,1
15443,jingpeicomp,0
15444,frrmack,1
15445,alxwrd,0
15446,guotie,0
15447,izhengfan,1
15448,ruzzll,0
15449,Jay-Jay-D,1
15450,Alexey-Lukin,0
15451,Nifled,0
15452,sadeghmohebbi,0
15453,RecKy23,0
15454,rajeshkumarkarra,1
15455,Arul-,0
15456,dymx101,0
15457,krisai,0
15458,alihashmiii,1
15459,Jaymon,1
15460,lzyzsd,0
15461,devauxbr,0
15462,Yifan-DU,1
15463,kaikai-sk,1
15464,rajeshkpandey,1
15465,asimpson,0
15466,Xloka,0
15467,Jfreey,0
15468,buddy-yao,0
15469,heera,0
15470,JuneK3,0
15471,PLarboulette,0
15472,jfatta,0
15473,jpsirois,0
15474,b099l3,0
15475,gajendrajena,0
15476,KevinPayravi,0
15477,eXpl0it3r,0
15478,sofichael,0
15479,JimmyTinsley,1
15480,fnogcps,0
15481,teddyotieno,0
15482,jvilaplana,0
15483,AritroZen,1
15484,Carnageous,0
15485,dhinkris,0
15486,JohnStream,0
15487,lucianopf,0
15488,Weibozzz,0
15489,askuyue,0
15490,tanranran,0
15491,jonmorehouse,0
15492,mauroreisvieira,0
15493,ArekSredzki,0
15494,niladell,1
15495,mjhea0,0
15496,ivanportillo,0
15497,lxyisme,0
15498,sinannar,1
15499,ma2gedev,0
15500,SaumoPal97,1
15501,Kailash23,0
15502,margalit,0
15503,hoslack,0
15504,flauc,0
15505,chaikalef,1
15506,evertontatu,0
15507,orleika,0
15508,dannyelcf,1
15509,kevinhkliu,1
15510,AbdullahFaqeir,0
15511,hendrikebbers,0
15512,carsoncgibbons,0
15513,davicn,1
15514,JaeyeongYang,1
15515,SilverJun,0
15516,IceMimosa,0
15517,AdityaAS,1
15518,Kosai106,0
15519,jd730,1
15520,JackKing-defier,0
15521,awaseem,0
15522,nclsndr,0
15523,kevin-xu-158,1
15524,dskanth,0
15525,mohamedebrahim96,0
15526,huajh,1
15527,blitsoftwares,0
15528,Giovan,0
15529,tankcat,1
15530,elg0nz,0
15531,srinivasdamam,0
15532,sahitpj,1
15533,jasonraimondi,0
15534,rpertusalopez,1
15535,andrewflowers,0
15536,IsuruDilhan,0
15537,samtheprogram,0
15538,phckopper,0
15539,sunlanchang,1
15540,AmrMKayid,0
15541,FantasticGold,0
15542,denners777,0
15543,devxom,0
15544,rstaib,0
15545,WalderlanSena,0
15546,TheChymera,1
15547,mojtabaahn,0
15548,taehwanno,0
15549,jackboberg,0
15550,manufosela,0
15551,dennisotugo,0
15552,ky-zhang,1
15553,ATidiane,1
15554,summerblue,0
15555,chaoren1641,0
15556,mbinna,1
15557,cjiong,0
15558,imRishN,0
15559,davericher,0
15560,danielpetrica,0
15561,sheriffderek,0
15562,solo244,0
15563,nolines,0
15564,kbakozoda,0
15565,jpescada,0
15566,TrojanMe,1
15567,mateuspontes,0
15568,jackccrawford,1
15569,dilab,0
15570,itinance,0
15571,cschell,0
15572,omegascorp,0
15573,eugrdn,0
15574,iamchristough,0
15575,lychrel,0
15576,joshgillies,0
15577,stefania11,0
15578,pranavgupta1234,1
15579,motivic,1
15580,anantshah93,0
15581,theAmazingEngineer,0
15582,poonzah,0
15583,ipconfiger,0
15584,Sopamo,0
15585,petrgrishin,0
15586,tarun-dugar,0
15587,jfkirk,1
15588,AlaaProg,0
15589,AFu-1993,0
15590,errolyan,1
15591,bithavoc,0
15592,SnShine,1
15593,linhongbin,1
15594,FindNorthStar,1
15595,caballerojavier13,0
15596,maxime-lenne,0
15597,jlandure,0
15598,jacksonjp,0
15599,LuizGMiranda,0
15600,realdavidops,0
15601,N-W-Turash,0
15602,sunjinshuai,0
15603,mamund,0
15604,joshbruce,0
15605,cassianomon,0
15606,rohidjetha,0
15607,keweishang,1
15608,pjq,0
15609,LiinNs,0
15610,TRUMANCFY,1
15611,tianzhipengfei,1
15612,andrew-morris,0
15613,imaojun,0
15614,jonatanaxe,0
15615,nethergrim,0
15616,JCofman,0
15617,alecrobins,0
15618,gianfa,1
15619,sixfeetover,0
15620,revosftw,0
15621,joelpurra,0
15622,dvgamerr,0
15623,shd101wyy,0
15624,Bingmang,0
15625,lukasborawski,0
15626,kisanme,0
15627,roborourke,0
15628,materik,0
15629,Agrimonia,0
15630,ClownQiang,0
15631,jaylu,0
15632,qqyiyi,0
15633,aamir-mustafa,1
15634,hfuuss,0
15635,dacap,0
15636,heydenberk,1
15637,leafonsword,0
15638,YHGui,1
15639,samiarja,1
15640,fatokisamuel,1
15641,amoskyler,0
15642,therealechan,0
15643,ValiantCat,0
15644,egorzot,0
15645,floofydoug,0
15646,juanpicado,0
15647,satishgoda,0
15648,JefClaes,0
15649,basnijholt,1
15650,picolloo,0
15651,applenob,0
15652,Dipen-Dedania,0
15653,Gonmeso,1
15654,jose31canizar,0
15655,RocherKong,0
15656,fjlaubscher,0
15657,alexeybondarenko,0
15658,muub,0
15659,rarslan,0
15660,Siyanda,0
15661,tarcisiobruni,1
15662,lizhengdong,0
15663,Eralien,1
15664,1naveengiri,0
15665,aaditkamat,0
15666,kapilkd13,1
15667,108kb,0
15668,JB1984,1
15669,rgbkrk,0
15670,poqw,1
15671,themousepotato,1
15672,gyb997,0
15673,tankiJong,0
15674,StrickYan,0
15675,Ireneruru,1
15676,richdouglasevans,0
15677,mcreel,1
15678,Zhi-lin,1
15679,guillaume-chs,0
15680,aneesh-neelam,0
15681,monologg,1
15682,aychtang,0
15683,tdrcavallini,0
15684,reacherone,1
15685,richlloydmiles,0
15686,kevinmel2000,0
15687,JayBizzle,0
15688,adityajn105,0
15689,mauvilsa,1
15690,suppayami,0
15691,karloscarweber,0
15692,rmflight,1
15693,swxctx,1
15694,psi-4ward,0
15695,JafarAkhondali,0
15696,patocallaghan,0
15697,Gnekiah,1
15698,linxinzhe,0
15699,col1985,0
15700,a-y-u-s-h,0
15701,thiagomaia971,0
15702,maquannene,0
15703,anarchistMegaByte,0
15704,SeonHyungJo,0
15705,AdamMiltonBarker,1
15706,ni9elf,1
15707,spyl94,0
15708,nandiheath,0
15709,KIKOU2016,0
15710,AnkitaNaik,1
15711,LanceGin,0
15712,jerel,0
15713,sagebind,0
15714,adler-j,1
15715,Demonstrandum,0
15716,djgraham,0
15717,hebertporto,0
15718,JeanMertz,0
15719,fredrick-dominy,0
15720,segeljakt,1
15721,jamesalbert,0
15722,kylefraser,0
15723,Hansxsourse,1
15724,ksharsha,1
15725,ferdaber,0
15726,jbsilva,1
15727,jr0cket,0
15728,huangzhhui,0
15729,Edux87,0
15730,anhhd,1
15731,nothingrandom,0
15732,rbazinet,0
15733,bertugyilmaz,0
15734,pkaq,0
15735,nagula-ritvika,1
15736,sheroze1123,1
15737,jhsrcmh,0
15738,neolee,0
15739,kennedyCzar,1
15740,TLMichael,1
15741,saantiaguilera,0
15742,BravianZhao,0
15743,MizukiSonoko,0
15744,rafaelrpinto,0
15745,bdhobare,1
15746,hiyali,0
15747,gavgrego,0
15748,davidnuon,0
15749,fpaupier,1
15750,azer,0
15751,phaazon,0
15752,afshinakhgar,0
15753,LucasBadico,0
15754,paegle,0
15755,scalp42,0
15756,linpenghui958,0
15757,lonjoy,0
15758,danitico,1
15759,adrienbaron,0
15760,thiagovas,0
15761,scotmatson,0
15762,chendeshen,0
15763,ITGrocery,0
15764,lutsen,0
15765,ricpelo,0
15766,alaksana96,1
15767,andersonfranco,0
15768,cisprague,1
15769,hannespetur,1
15770,eligrey,0
15771,Taeyelor,0
15772,Madao-3,0
15773,geoffreysteven,1
15774,negarjf,0
15775,s,0
15776,shivamsngh,0
15777,ChenYingpeng,1
15778,Eamonnzhang,0
15779,ptigas,0
15780,arjinmc,0
15781,gwind,0
15782,TxusBlack,0
15783,rfernand2,1
15784,raae,0
15785,diogoalmeida,1
15786,anchitjain1234,1
15787,tathagata,0
15788,selfimprW,1
15789,cybernet,0
15790,glamrock,0
15791,lightSky,0
15792,rchriskoka,1
15793,ZhouShengsheng,1
15794,anton-rudeshko,0
15795,davemac,0
15796,MohamedDer,1
15797,52ai,1
15798,kampfkuchen,0
15799,MoienTajik,0
15800,gmenti,0
15801,madebymaze,0
15802,rafaelfs96,0
15803,sanid,0
15804,fakefred,0
15805,aliosmanyuksel,0
15806,moumen-soliman,0
15807,rayrutjes,0
15808,hillhao,1
15809,ebarsallo,0
15810,sfujiwara,1
15811,dskcode,0
15812,frankchen0130,1
15813,carlosrymer,0
15814,Eric-Guo,0
15815,GavinJoyce,0
15816,nymarya,1
15817,AlfiyaZi,0
15818,AliMirlou,0
15819,bodycoder101,1
15820,caseyyee,0
15821,Spandyie,1
15822,jenifferYingyiWu,1
15823,nino-t,0
15824,fahrradflucht,0
15825,ofonimefrancis,0
15826,bryanyzhu,1
15827,starship9,0
15828,greg606,0
15829,VitorBrangioni,0
15830,lfkopp,1
15831,imolorhe,0
15832,namelos,0
15833,germanocorrea,0
15834,jbdelhommeau,0
15835,LoveDuckie,0
15836,marwahmanbir,1
15837,Lewiscowles1986,0
15838,mohamedadly,0
15839,bbirdiman,0
15840,blue951,0
15841,jun-oka,0
15842,philihp,0
15843,saopayne,1
15844,meliani,0
15845,pmcalabrese,0
15846,simison,0
15847,Vince0H,0
15848,neargle,0
15849,bananos,0
15850,haripery,0
15851,joseantcordeiro,0
15852,greenSyntax,0
15853,MatheusRV,0
15854,rodrigoedamatsu,0
15855,purvanshi,1
15856,rdlugosz,0
15857,Benjamin-Lee,1
15858,j-collier,0
15859,10people,1
15860,DominicCabral,0
15861,shakee93,0
15862,nilsreiter,1
15863,PJijin,0
15864,leftnoteasy,1
15865,dpodvyaznikov,1
15866,ferreiratiago,0
15867,WeiFoo,1
15868,nicloay,0
15869,mikhailrojo,0
15870,sangamkotalwar,1
15871,liang3472,0
15872,LordKnows,1
15873,adamclerk,0
15874,mishapivo,0
15875,ecmadao,0
15876,Barrior,0
15877,dudu18xb,0
15878,jgmurillo10,0
15879,JohnTendik,0
15880,mdocter,0
15881,Durev,1
15882,mdesantis,0
15883,SFantasy,0
15884,peZhmanParsaee,0
15885,okischuang,0
15886,bpurcell,0
15887,justinjmoses,0
15888,Wanchaochao,0
15889,bencasalino,0
15890,OsamahDev,0
15891,mpigsley,0
15892,odinliu,1
15893,schleumer,0
15894,madhukard,0
15895,IbrahimAssad,0
15896,sguessou,0
15897,rozakbuhari,0
15898,lekevicius,0
15899,jiboncoco,0
15900,jiayuanyuan1011,1
15901,fabiomcosta,0
15902,li-xinyang,0
15903,jpgcode,0
15904,hezila,0
15905,jht5945,0
15906,thejeshgn,0
15907,li-haoran,1
15908,binbinmax,0
15909,SteGriff,0
15910,merexcursion,0
15911,pekingEye,0
15912,farhanafayez,1
15913,fmauricios,0
15914,stkevintan,0
15915,firehell,0
15916,mingomax,0
15917,jeffin143,1
15918,hiEmin,1
15919,everythingwillbetakenaway,1
15920,swtlovewtt,1
15921,LeCoupa,0
15922,shukob,0
15923,prudywsh,0
15924,MultiPath,1
15925,sup,0
15926,delphi0791,0
15927,fbkarsdorp,0
15928,Dinghow,1
15929,saleehk,0
15930,LeyNmania,1
15931,GuangxinZhang,0
15932,sagarkar10,1
15933,ComeOnGetMe,1
15934,fela98,0
15935,rainfore,0
15936,saro0h,0
15937,La-toile-cosmique,0
15938,gpawlik,0
15939,enxebre,0
15940,plrthink,0
15941,mrisoli,0
15942,gemmadlou,0
15943,jsjjl,0
15944,maskleo,0
15945,andres-valdes,0
15946,dlwilson88,0
15947,thekeenant,0
15948,felixSchl,0
15949,cmry,1
15950,hanasuke,0
15951,chaitanya-ramji,1
15952,noeljackson,0
15953,kortsmit,0
15954,Djiit,0
15955,davguij,0
15956,nikitadurasov,1
15957,raphaelbussa,0
15958,UltimateJupiter,1
15959,sagittaros,0
15960,joemewes,0
15961,aligundogdu,0
15962,macnie,0
15963,joelgallant,0
15964,shindesharad71,0
15965,SiamKreative,0
15966,arjunsk,0
15967,leonardosouza,0
15968,Runze,1
15969,HarshTrivedi,1
15970,joshuapassos,0
15971,laylalaisy,1
15972,mdonahoe,1
15973,jafjuliana,0
15974,alexgofman,0
15975,tavo1987,0
15976,kenkao,0
15977,pioug,0
15978,riteshsingh1,0
15979,JudyLipinski,0
15980,jordanrw,0
15981,jwohlfert23,0
15982,nickpersico,0
15983,charlesthk,1
15984,cyrilwanner,0
15985,Liyoh,0
15986,chenjuntong,0
15987,kassemshehady,0
15988,supgeek-rod,0
15989,ernestoacevedo,0
15990,Ceruleanacg,1
15991,MartinMSPedersen,1
15992,DfKimera,0
15993,Neofox,0
15994,mperham,0
15995,ramonornela,0
15996,Hutagt,0
15997,Willam2004,0
15998,grosenbaum,0
15999,AprilJoy,1
16000,arifpavel,0
16001,oscarCrespo,0
16002,itsngansense,0
16003,MahdiF,0
16004,adamwulf,1
16005,cmseaton42,0
16006,ajaybeniwal,0
16007,peterzhb,1
16008,dhduc,0
16009,lweein,0
16010,dcmrlee,1
16011,YourMobileGeek,0
16012,eherrerosj,1
16013,TaoLi-NYU,1
16014,alvin-hwang,0
16015,frewinchristopher,0
16016,ramakanthd92,1
16017,ZixiaWeng,1
16018,blackwatertepes,0
16019,sweaterr,1
16020,FeengQi,0
16021,bikash,0
16022,mjanssen,0
16023,Alfishan,0
16024,pddevins,0
16025,Mischi,0
16026,idw111,0
16027,mjpearson,0
16028,keepeye,0
16029,plibither8,0
16030,arbazsiddiqui,0
16031,EdwinKestler,1
16032,penyaskito,0
16033,ORESoftware,0
16034,laysakura,1
16035,sharikovvladislav,0
16036,hmillison,0
16037,ildoonet,1
16038,revdancatt,0
16039,dudemelo,0
16040,fjsj,0
16041,mikebronner,0
16042,mikofski,1
16043,brianmontanaweb,0
16044,mdshw5,1
16045,alanjames1987,0
16046,SalaheddineBoukhoulda,0
16047,leebrian,1
16048,jbalma,1
16049,chansecampbell,0
16050,shivanand217,1
16051,kodaman2,1
16052,akhileshdarjee,0
16053,ersatzryan,0
16054,Heilemann,0
16055,JasonLam0990,0
16056,davebayles,0
16057,omnidan,0
16058,alexcaza,0
16059,asndev,0
16060,shangraochq,0
16061,Antu7,0
16062,calebmichaelsanchez,0
16063,emmanuelsilva,0
16064,laochangxin,1
16065,sergormo,0
16066,HaohanWang,1
16067,dtysky,0
16068,HenryQW,0
16069,elemeNtk0,0
16070,alittlebitweird,0
16071,pirazor,1
16072,floogulinc,0
16073,nunosans,1
16074,findNextStep,1
16075,delaanthonio,1
16076,adamhenson,0
16077,mudio,0
16078,akashadhikari,0
16079,Wang-Shuo,1
16080,riya-17,1
16081,keenanpayne,0
16082,eshoyfer,0
16083,rajivraj,0
16084,fengbeibei,1
16085,TsHristov,1
16086,alyssais,0
16087,maasencioh,0
16088,alener,0
16089,Rudimo,0
16090,marcospeters,0
16091,nadsrosun,0
16092,Gowiem,0
16093,jwhitmire,0
16094,tavofigse,0
16095,fanghuaqi,0
16096,JackieTseng,1
16097,kuzoncby,0
16098,ascoders,0
16099,squalltua,0
16100,eburhan,0
16101,buswedg,1
16102,Lemmynjash,0
16103,crazyball,0
16104,anandvimal,1
16105,amorist,0
16106,rousnay,0
16107,qiufengyu,1
16108,genie-youn,0
16109,buyuhuang,1
16110,TablewareBox,1
16111,lucanos,0
16112,JiashuWu,1
16113,snownz,1
16114,chmanie,0
16115,emp-heng,0
16116,arangates,0
16117,rfdickerson,0
16118,rafaelescrich,0
16119,jaredpalmer,0
16120,alexkey,0
16121,rib4n,1
16122,ArtSabintsev,0
16123,patrickmichalina,0
16124,SarcasticGeek,0
16125,mingwho,0
16126,sadok-f,0
16127,sammok,0
16128,schulzchristian,1
16129,mastacheata,0
16130,TommyWongww,1
16131,lasagnaphil,1
16132,rickyrauch,0
16133,jchudb93,1
16134,gjyu63,0
16135,cvley,1
16136,muratersin,0
16137,jasperchow,1
16138,bencbartlett,1
16139,borg,1
16140,keriat,0
16141,cfrco,0
16142,benjaken,0
16143,bhavanajain,1
16144,Tokitsukaze,0
16145,ChestnutHeng,1
16146,mmourani,0
16147,danguita,0
16148,charleston10,0
16149,kylewelsby,0
16150,oscarmcm,0
16151,Felixplusplus,0
16152,funston,0
16153,creaux,0
16154,bytao7mao,1
16155,anorsich,0
16156,RahulKulhari,1
16157,aclissold,0
16158,shadyvd,0
16159,hayrullahcansu,0
16160,Cuica20,1
16161,Weltraumakustik,0
16162,devonyu,0
16163,gvarisco,0
16164,gvn,0
16165,arcolife,1
16166,arsenal9971,1
16167,sirMerr,0
16168,georgeha,1
16169,paramaggarwal,0
16170,arthurzeras,0
16171,chrisburgin95,0
16172,madeinfree,0
16173,octet-stream,0
16174,papanikge,1
16175,eddiewentw,0
16176,aloysius-tim,0
16177,shubhamverma1997,1
16178,antonbabenko,0
16179,sjhstone,0
16180,Fenhanwang,0
16181,srimaln91,0
16182,jcsena,0
16183,Abreto,0
16184,Astro36,0
16185,robertocalandra,1
16186,Fleischers,0
16187,orisano,0
16188,jajberni,1
16189,thevirusx3,1
16190,nagi,1
16191,abhayraw1,1
16192,praveenweb,0
16193,durandom,0
16194,therocketforever,0
16195,switchkiller,1
16196,Yao-Yao,1
16197,rathishvbr,0
16198,Imballinst,0
16199,kbrose,1
16200,danieldafoe,0
16201,lukepearce,0
16202,LordHung,0
16203,pecavalheiro,0
16204,tgmattso,1
16205,ryouaki,0
16206,lindoelio,0
16207,pplaquette,0
16208,amandakelake,0
16209,adilsaeed31,0
16210,adityasiwan,1
16211,fknussel,0
16212,nbyodai,0
16213,sergiivelykodnyi,0
16214,pietro909,0
16215,Bono974,1
16216,functionalStoic,0
16217,juliettegodyere,0
16218,rbarros,0
16219,rubentd,0
16220,cideM,0
16221,llaraujo,0
16222,anthonymenecola,0
16223,Omega9,0
16224,bencyn,0
16225,MarcWong,0
16226,samueldelesque,0
16227,CHAOWEICHIU,0
16228,shabeer,1
16229,kenu,0
16230,mossgreen,1
16231,shobhit,0
16232,ArtemKupriyanov,1
16233,arlimus,0
16234,fengjinhai,1
16235,isjerryxiao,0
16236,mz026,0
16237,mohammedzamakhan,0
16238,FengZhenhua,1
16239,AlonsoCN,0
16240,boramalper,0
16241,p-j,0
16242,kissb2,1
16243,sipian,1
16244,CalmJerome,1
16245,louis-xu-ustc,1
16246,jaredchu,0
16247,WellerQu,0
16248,magicwind,0
16249,kishoreyekkanti,0
16250,hstojic,1
16251,tarlepp,0
16252,louisnovick,0
16253,elithrar,0
16254,charlesanim,0
16255,doyeonOh,0
16256,hsandmann,1
16257,gleydson404,1
16258,DhiMalo,0
16259,tangzheng1900,0
16260,LandyGuo,1
16261,assoares383,0
16262,richistron,0
16263,ShMcK,0
16264,paranoidjk,0
16265,cirocfc,0
16266,artyomLisovskij,0
16267,TaikiFnit,0
16268,theanam,0
16269,mrlannigan,0
16270,nathanpitman,0
16271,marcsances,0
16272,aboobakkar,0
16273,dominique-mueller,0
16274,angshu-min-js,0
16275,apowers313,0
16276,ivan-nginx,0
16277,dxc111,0
16278,navneetnivu07,0
16279,Creamen,0
16280,StuRuby,0
16281,neetrath,1
16282,dailc,0
16283,qwergram,1
16284,GenPage,0
16285,fobabs,0
16286,sauravkaushik8,1
16287,TrevorDev,0
16288,DeriZSY,1
16289,brayann,0
16290,fghpdf,0
16291,catalsdevelop,0
16292,rendergraf,0
16293,Kelier,0
16294,CoffeeMusicCode,0
16295,pg1671,0
16296,griffinmichl,0
16297,matyunin,0
16298,pufferfist,1
16299,Aniket-Pradhan,1
16300,guialbuk,0
16301,ecobost,1
16302,AhmedAbdulrahman,0
16303,saurav12,0
16304,MasterOdin,1
16305,curry684,0
16306,kairyou,0
16307,JDongian,1
16308,ABHIJEET-MUNESHWAR,0
16309,aliartiza75,1
16310,otanim,0
16311,alexstoick,0
16312,sty945,1
16313,mempko,0
16314,bradjones1,0
16315,dongdooo,0
16316,iJos,0
16317,bcdeniz,1
16318,n054,0
16319,codeteenager,0
16320,aniekanoffiong,0
16321,fogleman,0
16322,ndjamenamarmon,0
16323,evenwestvang,0
16324,lucasnaja,0
16325,fuyuguang,0
16326,mikecann,0
16327,ChenJiaH,0
16328,gzapico,0
16329,ManuCiao,0
16330,gmanriqe,0
16331,clown-0726,0
16332,nerminsamet,1
16333,rleonhart,0
16334,sverma88,1
16335,kelsS,0
16336,stuffmc,0
16337,SpencerCDixon,0
16338,devmsg,0
16339,WilliamMena,0
16340,dustykeyboard,0
16341,bertFu,0
16342,nureynisow,0
16343,ch4n3-yoon,0
16344,knaut,0
16345,IDeepspace,0
16346,ryankapur,0
16347,gtsopour,0
16348,m3ngyang,0
16349,alepmaros,1
16350,rrjoson,0
16351,nilshah98,0
16352,sorokine,0
16353,outofambit,0
16354,margaritasj,0
16355,guilhermepontes,0
16356,MlgmXyysd,0
16357,rvetere,0
16358,ArseniyAntonov,1
16359,CanaanShen,1
16360,thehoneymad,0
16361,prateeknepaliya09,1
16362,gpressutto5,0
16363,guodong,0
16364,KenyanGeek,1
16365,mauriciovieira,0
16366,milad-kh,0
16367,Fausto95,0
16368,eduardojunio,0
16369,ekobayu,0
16370,Aragami1408,0
16371,dashed,0
16372,prl900,1
16373,repkam09,0
16374,Abdulsametileri,0
16375,liccowee,1
16376,rajtheinnovator,1
16377,lawrencejones,0
16378,LucaScorpion,0
16379,followdarko,0
16380,sowmyadsl,0
16381,AnthonyNahas,0
16382,amalshehu,0
16383,MichaelShen,0
16384,WaltXin,1
16385,kezewang,1
16386,sunpietro,0
16387,kale887,0
16388,mayordwells,0
16389,azharichenko,1
16390,krishaamer,0
16391,haichaoyu,1
16392,applefreak,0
16393,Breefield,0
16394,johntiger1,1
16395,Himself65,0
16396,alexcu,0
16397,ploth,1
16398,bdieu178,1
16399,kylidboy,0
16400,danecando,0
16401,joaohenriquepda,0
16402,fleischie,0
16403,shrkw,0
16404,alinabeel,0
16405,jahbini,0
16406,faem,1
16407,Poltergeist,0
16408,elationbase,0
16409,joostdecock,0
16410,darby3,0
16411,abtris,0
16412,johnnychq,0
16413,fazlerocks,0
16414,fatmali,0
16415,BeOleg,0
16416,jywarren,0
16417,enkerewpo,1
16418,dracarys983,1
16419,maxime-coutte,1
16420,ionvision,0
16421,garymarkfuller,0
16422,devashishmamgain,0
16423,justindarc,0
16424,kugtong33,0
16425,lntelliMed,0
16426,shoostar,0
16427,gungoren,1
16428,epicallan,0
16429,cube5,0
16430,MehmetAygun,1
16431,Jocs,0
16432,camelshang,0
16433,colinscruggs,0
16434,GunhoChoi,1
16435,jacilynh,1
16436,samuelsimoes,0
16437,TrimA74,0
16438,packetstracer,0
16439,galaxyfeeder,0
16440,IvanZhangDoIt,1
16441,ianaya89,0
16442,alonsoir,1
16443,bekliev,0
16444,monsterxcn,0
16445,AfterThreeYears,0
16446,krismatson,1
16447,karakanb,0
16448,slimus,0
16449,sml2h3,0
16450,hqt,0
16451,leepeterson,0
16452,esayler,0
16453,roquef,0
16454,brainless,0
16455,coachmaxz,0
16456,finlay-liu,0
16457,seominjoon,1
16458,giraffe0813,0
16459,epdjsmit,0
16460,ridhwandaud,0
16461,manuel-huez,0
16462,Xabadu,0
16463,gregorynicholas,0
16464,mcvendrell,0
16465,Gaurav9112,1
16466,ssfve,1
16467,linxdcn,0
16468,dickyeka,0
16469,goto-bus-stop,0
16470,colmtuite,0
16471,danfma,0
16472,sanskar107,1
16473,lizhangqu,0
16474,Aetherall,0
16475,carloscuesta,0
16476,juanhu96,1
16477,mcsrainbow,0
16478,Pingmin,0
16479,dennyglee,1
16480,LiewJunTung,0
16481,Romeo0906,0
16482,tabvn,1
16483,se7entyse7en,0
16484,skyran1278,0
16485,dongyuwei,0
16486,reicek,0
16487,a233894432,0
16488,natsuapo,1
16489,drocarmo,0
16490,gedenata,0
16491,Edresson,1
16492,petersowah,0
16493,tastier,0
16494,ahmic,0
16495,mloskot,0
16496,jiji262,0
16497,anhtuank7c,0
16498,echoedit,1
16499,gmetais,0
16500,rghossi,0
16501,lwl1989,0
16502,simman,0
16503,mehtaanuj95,1
16504,Xhamps,0
16505,ErikEvenson,0
16506,humphreybrian,0
16507,nihonjinrxs,0
16508,deybhayden,1
16509,kagemiku,0
16510,nguyenhuutuananh,0
16511,DragonFive,1
16512,TeemuKoivisto,0
16513,amirrezaask,0
16514,gleissonmattos,0
16515,danialdo95,0
16516,Diogo-Ferreira,0
16517,grandnexus,0
16518,ClovisChen,1
16519,jordansinger,0
16520,abhijithneilabraham,1
16521,markvanderloo,1
16522,dainis-boumber,1
16523,lucaslise,0
16524,alexfalcucci,0
16525,hiveer,0
16526,shalikram,1
16527,harvey-woo,0
16528,barsukov,0
16529,prayash,0
16530,swak,0
16531,mrbone,0
16532,lasharela,0
16533,leo2n,0
16534,onassar,0
16535,bhalash,0
16536,NedyUdombat,0
16537,alstn2468,1
16538,lhamadopagode,0
16539,AIBluefisher,1
16540,cleot,0
16541,smidaharoun,0
16542,Antiarchitect,0
16543,khromov,0
16544,marioribeiro,0
16545,kuldeepdhaka,0
16546,cydu,1
16547,mpskex,1
16548,oguzhan-bolukbas,1
16549,c2nprds,0
16550,flibbertigibbet,0
16551,pabloleonalcaide,0
16552,mathewleland,0
16553,kmdrn7,0
16554,Aurif3x,0
16555,biezhihua,0
16556,pabloquinteros,0
16557,resistorsoftware,0
16558,AdrianoPereira,0
16559,chrisdlangton,0
16560,mtwstudios,0
16561,leofang,1
16562,OnyekaIjeh,0
16563,sergeitatarinov,0
16564,coloz,0
16565,obdobriel,0
16566,Kayoti,0
16567,joonro,0
16568,bhanu2217,0
16569,mainerror,0
16570,adrianhopebailie,0
16571,fbielejec,1
16572,davidwparker,0
16573,pmarrone,0
16574,houshuang,0
16575,seanmthompson,0
16576,manuhdez,0
16577,sokel,0
16578,oralunal,0
